01/01/2019,8:45,BROOKLYN,11210,1,0,
01/01/2019,4:30,,,0,0,Driver Inattention/Distraction
01/01/2019,3:00,MANHATTAN,10019,1,0,
01/01/2019,22:00,MANHATTAN,10023,0,0,Failure to Yield Right-of-Way
01/01/2019,5:15,MANHATTAN,10019,0,0,Unsafe Lane Changing
01/01/2019,2:20,QUEENS,11377,0,0,Passing or Lane Usage Improper
01/01/2019,16:30,QUEENS,11415,1,0,Backing Unsafely
01/01/2019,7:00,QUEENS,11358,0,0,Driver Inattention/Distraction
01/01/2019,17:40,,,1,0,Unsafe Lane Changing
01/01/2019,8:45,BROOKLYN,11210,1,0,
01/01/2019,4:30,,,0,0,Driver Inattention/Distraction
01/01/2019,3:00,MANHATTAN,10019,1,0,
01/01/2019,22:00,MANHATTAN,10023,0,0,Failure to Yield Right-of-Way
01/01/2019,5:15,MANHATTAN,10019,0,0,Unsafe Lane Changing
01/01/2019,2:20,QUEENS,11377,0,0,Passing or Lane Usage Improper
01/01/2019,16:30,QUEENS,11415,1,0,Backing Unsafely
01/01/2019,7:00,QUEENS,11358,0,0,Driver Inattention/Distraction
01/01/2019,17:40,,,1,0,Unsafe Lane Changing
